id,name,product_type,url,price,old_price,discount,in_stock,image_url,rating,reviews_count,utp,sizes,count_sizes,fabrics,count_fabrics,room_1,room_2,room_3,room_4,room_5,room_6
1295567,"Анатомический матрас Original Pro 3.0","Анатомический матрас",https://askona.ru/matrasy/original-pro-3.htm?SELECTED_HASH_SIZE=160x190-1a15777d116bbfccf8701751320f2b00,34732,91400,62,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/original-pro-3/main.jpg,5,21,"Улучшенная пружина",160&times;190|140&times;190|90&times;190,14,,1,Спальня,,,,,
1373635,"Анатомический матрас Space Solutions Hard","Анатомический матрас",https://askona.ru/matrasy/space-solutions-hard.htm?SELECTED_HASH_SIZE=160x200-af13bfd624e1acd34f2103481efea402,25409,30613,17,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/space-solutions-hard/space-solutions-hard_1.jpg,0,0,"Для шкафов-кроватей",160&times;200|140&times;200|120&times;200,10,,1,Спальня,,,,,
1373717,"Анатомический матрас Space Solutions Soft","Анатомический матрас",https://askona.ru/matrasy/space-solutions-soft.htm?SELECTED_HASH_SIZE=140x200-f31354d6a581d0e5fec502eca8f49d2d,23853,28738,17,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/space-solutions-soft/space-solutions-soft_1.jpg,0,0,"Для шкафов-кроватей",140&times;200|120&times;200|90&times;200,11,,1,Спальня,,,,,
1404174,"Анатомический матрас Ergo Adaptive Hard с опцией Butterfly","Анатомический матрас",https://askona.ru/matrasy/ergo-adaptive-hard-butterfly.htm?SELECTED_HASH_SIZE=160x200-af13bfd624e1acd34f2103481efea402,50765,78100,35,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/ergo-adaptive-hard-butterfly/main.jpg,0,0,"Совместим с эрго",160&times;200|200&times;200|180&times;200,3,,1,Спальня,,,,,
1285882,"Анатомический матрас Plush Extra","Анатомический матрас",https://askona.ru/matrasy/matras-plush-extra.htm?SELECTED_HASH_SIZE=160x190-1a15777d116bbfccf8701751320f2b00,28385,81100,65,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/matras-plush-extra/main.jpg,4.6,15,"5 зон поддержки",160&times;190|140&times;190|90&times;190,13,,1,Спальня,,,,,
772,"Анатомический матрас Family Lovely","Анатомический матрас",https://askona.ru/matrasy/family-lovely.htm?SELECTED_HASH_SIZE=180x190-08aa38992a4cfc5bdec666e29e5d85fb,41718,81800,49,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/family-lovely/main.jpg,4.9,16,"Не деформируется",180&times;190|160&times;190|140&times;190,14,,1,Спальня,,,,,
766,"Анатомический матрас Family Tending","Анатомический матрас",https://askona.ru/matrasy/family-tending.htm?SELECTED_HASH_SIZE=160x190-1a15777d116bbfccf8701751320f2b00,39028,88700,56,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/family-tending/main.jpg,4.8,16,"Усиленный периметр",160&times;190|140&times;190|200&times;190,14,,1,Спальня,,,,,
769,"Анатомический матрас Family Mild","Анатомический матрас",https://askona.ru/matrasy/family-mild.htm?SELECTED_HASH_SIZE=200x190-321c48f05d1b53091086746d0d534e76,41990,110500,62,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/family-mild/main.jpg,5,25,"2 стороны жесткости",200&times;190|180&times;190|160&times;190,14,,1,Спальня,,,,,
672,"Разносторонний матрас Fortuna","Разносторонний матрас",https://askona.ru/matrasy/askona-fortuna.htm?SELECTED_HASH_SIZE=180x190-08aa38992a4cfc5bdec666e29e5d85fb,18130,37000,51,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/askona-fortuna/main.jpg,5,46,"Выбор жесткости",180&times;190|160&times;190|90&times;190,14,,1,Спальня,,,,,
1120148,"Анатомический матрас Erica","Анатомический матрас",https://askona.ru/matrasy/matras-erica.htm?SELECTED_HASH_SIZE=200x190-321c48f05d1b53091086746d0d534e76,19796,40400,51,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/matras-erica/main.jpg,5,45,"Основа вашего сна",200&times;190|180&times;190|160&times;190,14,,1,Спальня,,,,,
1287870,"Анатомический матрас Basic Optima Hard","Анатомический матрас",https://askona.ru/matrasy/basic-optima-hard.htm?SELECTED_HASH_SIZE=160x190-1a15777d116bbfccf8701751320f2b00,19278,71400,73,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/basic-optima-hard/main.jpg,4.9,8,"5 зон поддержки",160&times;190|120&times;190|200&times;190,14,,1,Спальня,,,,,
1314603,"Анатомический матрас Basic iComfort Plus","Анатомический матрас",https://askona.ru/matrasy/basic-icomfort-plus.htm?SELECTED_HASH_SIZE=160x190-1a15777d116bbfccf8701751320f2b00,13400,33500,60,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/basic-icomfort-plus/main.jpg,4.8,17,"Безопасные материалы",160&times;190|140&times;190|80&times;190,13,,1,Спальня,,,,,
1289153,"Анатомический матрас Classic Start","Анатомический матрас",https://askona.ru/matrasy/classic-start.htm?SELECTED_HASH_SIZE=200x190-321c48f05d1b53091086746d0d534e76,28396,91600,69,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/classic-start/classic-start.jpg,4.9,15,"Нет эффекта волны",200&times;190|120&times;190|80&times;190,14,,1,Спальня,,,,,
1289155,"Анатомический матрас Classic Start Cocos","Анатомический матрас",https://askona.ru/matrasy/classic-start-cocos.htm?SELECTED_HASH_SIZE=160x190-1a15777d116bbfccf8701751320f2b00,28032,87600,68,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/classic-start-cocos/main.jpg,4.8,4,"Точечная поддержка",160&times;190|120&times;190|140&times;190,13,,1,Спальня,,,,,
1289157,"Анатомический матрас Classic Active Cocos","Анатомический матрас",https://askona.ru/matrasy/classic-active-cocos.htm?SELECTED_HASH_SIZE=200x190-321c48f05d1b53091086746d0d534e76,38920,111200,65,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/classic-active-cocos/classic-active-cocos.jpg,5,14,"Улучшенная пружина",200&times;190|80&times;190|90&times;190,14,,1,Спальня,,,,,
1289159,"Анатомический матрас Classic Extra","Анатомический матрас",https://askona.ru/matrasy/classic-extra.htm?SELECTED_HASH_SIZE=180x190-08aa38992a4cfc5bdec666e29e5d85fb,33870,112900,70,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/classic-extra/classic.jpg,4.9,9,"Защитная пропитка",180&times;190|160&times;190|140&times;190,13,,1,Спальня,,,,,
1289160,"Анатомический матрас Classic Extra Cocos","Анатомический матрас",https://askona.ru/matrasy/classic-extra-cocos.htm?SELECTED_HASH_SIZE=120x190-75316346302804296583aee541842719,27574,81100,66,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/classic-extra-cocos/classic.jpg,4.5,4,"Нет эффекта волны",120&times;190|140&times;190|180&times;190,13,,1,Спальня,,,,,
1378869,"Анатомический матрас Classic Brilliant","Анатомический матрас",https://askona.ru/matrasy/classic-brilliant.htm?SELECTED_HASH_SIZE=180x190-08aa38992a4cfc5bdec666e29e5d85fb,27000,67500,60,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/classic-brilliant/main.jpg,5,7,"7 зон комфорта",180&times;190|120&times;190|160&times;190,14,,1,Спальня,,,,,
1378870,"Анатомический матрас Classic Brilliant Duo","Анатомический матрас",https://askona.ru/matrasy/classic-brilliant-duo.htm?SELECTED_HASH_SIZE=160x190-1a15777d116bbfccf8701751320f2b00,25513,82300,69,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/classic-brilliant-duo/main.jpg,4.9,17,"2 стороны жесткости",160&times;190|120&times;190|80&times;190,14,,1,Спальня,,,,,
1295565,"Анатомический матрас Original Pro 1.0","Анатомический матрас",https://askona.ru/matrasy/original-pro-1.htm?SELECTED_HASH_SIZE=180x190-08aa38992a4cfc5bdec666e29e5d85fb,38661,78900,51,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/original-pro-1/main.jpg,4.8,15,"Быстрое засыпание",180&times;190|160&times;190|140&times;190,14,,1,Спальня,,,,,
1295569,"Анатомический матрас Original Pro 5.0","Анатомический матрас",https://askona.ru/matrasy/original-pro-5.htm?SELECTED_HASH_SIZE=140x190-bd805f33774625170c210abd43bb2599,36564,83100,56,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/original-pro-5/main.jpg,4.8,5,"Не деформируется",140&times;190|120&times;190|90&times;190,13,,1,Спальня,,,,,
1388170,"Ортопедический матрас  Askona Ortho Medium","Ортопедический матрас ",https://askona.ru/matrasy/askona-ortho-medium.htm?SELECTED_HASH_SIZE=200x190-321c48f05d1b53091086746d0d534e76,53798,145400,63,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/askona-ortho-medium/main.jpg,4.9,19,"При болях в спине",200&times;190|160&times;190|120&times;190,14,,1,Спальня,,,,,
1388168,"Ортопедический матрас  Askona Ortho Soft","Ортопедический матрас ",https://askona.ru/matrasy/askona-ortho-soft.htm?SELECTED_HASH_SIZE=200x190-321c48f05d1b53091086746d0d534e76,53798,145400,63,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/askona-ortho-soft/main.jpg,5,6,"При болях в спине",200&times;190|180&times;190|160&times;190,14,,1,Спальня,,,,,
893352,"Анатомический матрас Serta Parker","Анатомический матрас",https://askona.ru/matrasy/serta-parker.htm?SELECTED_HASH_SIZE=180x190-08aa38992a4cfc5bdec666e29e5d85fb,75702,244200,69,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-parker/main.jpg,5,3,"Совместим с эрго",180&times;190|80&times;190|200&times;190,16,,1,Спальня,,,,,
1326109,"Анатомический матрас Technology Flow","Анатомический матрас",https://askona.ru/matrasy/matras-technology-flow.htm?SELECTED_HASH_SIZE=160x190-1a15777d116bbfccf8701751320f2b00,42680,77600,45,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/matras-technology-flow/main.jpg,4.8,6,"Совместим с эрго",160&times;190|90&times;190|140&times;190,12,,1,Спальня,,,,,
1375314,"Анатомический матрас Technology Ergo Comfort","Анатомический матрас",https://askona.ru/matrasy/technology-ergo-comfort.htm?SELECTED_HASH_SIZE=100x190-35bfb678fc4cd2dcaf8511f2143e62ba,24552,39600,38,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/technology-ergo-comfort/main.jpg,5,4,"Совместим с эрго",100&times;190|120&times;190|80&times;190,15,,1,Спальня,,,,,
1314602,"Анатомический матрас Basic iSimple Air 9","Анатомический матрас",https://askona.ru/matrasy/basic-isimple-air-9.htm?SELECTED_HASH_SIZE=180x190-08aa38992a4cfc5bdec666e29e5d85fb,8762,31500,72,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/basic-isimple-air-9/basic-isimple-air-9_1.jpg,4.8,5,"Сертификат Certipur",180&times;190|120&times;190|80&times;190,13,,1,Спальня,,,,,
1324794,"Анатомический матрас Askona Seaqual","Анатомический матрас",https://askona.ru/matrasy/askona-seaqual.htm?SELECTED_HASH_SIZE=180x190-08aa38992a4cfc5bdec666e29e5d85fb,86580,166500,48,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/askona-seaqual/main.jpg,4.9,10,"С заботой о природе",180&times;190|120&times;190|90&times;190,14,,1,Спальня,,,,,
1533011,"Анатомический матрас Grether&Wells Heaven De Luxe кремовый","Анатомический матрас",https://askona.ru/matrasy/heaven-de-luxe-kremoviy.htm?SELECTED_HASH_SIZE=90x200-64076ea5fa34605eff021e660aae5165,138624,243200,43,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/heaven-de-luxe-kremoviy/heaven-de-luxe-kremoviy_1.jpg,4.8,6,"Температурный баланс",90&times;200|180&times;200|200&times;200,7,,1,Спальня,,,,,
1533046,"Анатомический матрас Grether&Wells Heaven De Luxe серый","Анатомический матрас",https://askona.ru/matrasy/heaven-de-luxe-grey.htm?SELECTED_HASH_SIZE=120x200-e623fb3cde4497c60247461d18f71bdf,146718,257400,43,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/heaven-de-luxe-grey/heaven-de-luxe-grey_1.jpg,4.8,6,"Температурный баланс",120&times;200|90&times;200|80&times;200,7,,1,Спальня,,,,,
1533234,"Анатомический матрас Grether&Wells Heaven Prestige кремовый","Анатомический матрас",https://askona.ru/matrasy/heaven-prestige-kremoviy.htm?SELECTED_HASH_SIZE=120x200-e623fb3cde4497c60247461d18f71bdf,58068,161300,64,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/heaven-prestige-kremoviy/heaven-prestige-kremoviy_1.jpg,4.9,35,"Премиальное качество",120&times;200|90&times;200|80&times;200,7,,1,Спальня,,,,,
1533292,"Анатомический матрас Grether&Wells Heaven Prestige серый","Анатомический матрас",https://askona.ru/matrasy/heaven-prestige-grey.htm?SELECTED_HASH_SIZE=200x200-1112708f328d51daf6c57b9dceab3601,91080,253000,64,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/heaven-prestige-grey/heaven-prestige-grey_1.jpg,4.9,19,"Премиальное качество",200&times;200|160&times;200|90&times;200,7,,1,Спальня,,,,,
1533331,"Анатомический матрас Grether&Wells Magnificent бежевый","Анатомический матрас",https://askona.ru/matrasy/magnificent-beige.htm?SELECTED_HASH_SIZE=160x200-af13bfd624e1acd34f2103481efea402,197220,346000,43,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/magnificent-beige/magnificent-beige_1.jpg,5,5,"11 слоев комфорта",160&times;200|180&times;200|200&times;200,4,,1,Спальня,,,,,
1533358,"Анатомический матрас Grether&Wells Magnificent коричневый","Анатомический матрас",https://askona.ru/matrasy/magnificent-brown.htm?SELECTED_HASH_SIZE=120x200-e623fb3cde4497c60247461d18f71bdf,179835,315500,43,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/magnificent-brown/magnificent-brown_1.jpg,5,5,"11 слоев комфорта",120&times;200|90&times;200|80&times;200,7,,1,Спальня,,,,,
1533385,"Анатомический матрас Grether&Wells Majesty бежевый","Анатомический матрас",https://askona.ru/matrasy/majesty-beige.htm?SELECTED_HASH_SIZE=200x200-1112708f328d51daf6c57b9dceab3601,203290,350500,42,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/majesty-beige/majesty-beige_1.jpg,5,9,"Ручная работа",200&times;200|180&times;200|140&times;200,7,,1,Спальня,,,,,
1533413,"Анатомический матрас Grether&Wells Majesty коричневый","Анатомический матрас",https://askona.ru/matrasy/majesty-brown.htm?SELECTED_HASH_SIZE=80x200-99f4666067a778dd908a8d67652aeb74,149292,257400,42,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/majesty-brown/majesty-brown_1.jpg,5,9,"Ручная работа",80&times;200|160&times;200|200&times;200,7,,1,Спальня,,,,,
1579847,"Анатомический матрас  Askona Ortho Organic","Анатомический матрас ",https://askona.ru/matrasy/askona-ortho-organic.htm?SELECTED_HASH_SIZE=200x200-1112708f328d51daf6c57b9dceab3601,58348,100600,42,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/askona-ortho-organic/main.jpg,5,4,"Снимает боль в спине",200&times;200|180&times;200|160&times;200,10,,1,Спальня,,,,,
944338,"Анатомический матрас Space Solutions Foam","Анатомический матрас",https://askona.ru/matrasy/matras-space-solutions-foam.htm?SELECTED_HASH_SIZE=90x190-e4a512423b9af2aabc6f7e3289a213ac,26135,31488,17,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/matras-space-solutions-foam/matras-space-solutions-foam_1.jpg,5,1,"Для шкафов-кроватей",90&times;190|140&times;190|160&times;190,11,,1,Спальня,,,,,
1287861,"Матрас Basic Easy",Матрас,https://askona.ru/matrasy/basic-easy.htm?SELECTED_HASH_SIZE=200x190-321c48f05d1b53091086746d0d534e76,19244,56600,66,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/basic-easy/main.jpg,4.9,27,"Эффект массажа",200&times;190|140&times;190|160&times;190,14,,1,Спальня,,,,,
1287865,"Анатомический матрас Basic Vesta Duo","Анатомический матрас",https://askona.ru/matrasy/basic-vesta-duo.htm?SELECTED_HASH_SIZE=200x190-321c48f05d1b53091086746d0d534e76,24552,68200,64,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/basic-vesta-duo/basic-vesta-duo_1.jpg,4.9,30,"Поддержка спины",200&times;190|120&times;190|90&times;190,14,,1,Спальня,,,,,
1287868,"Анатомический матрас Basic Optima","Анатомический матрас",https://askona.ru/matrasy/basic-optima.htm?SELECTED_HASH_SIZE=90x190-e4a512423b9af2aabc6f7e3289a213ac,13376,41800,68,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/basic-optima/main.jpg,4.9,10,"Безопасные материалы",90&times;190|140&times;190|80&times;190,13,,1,Спальня,,,,,
1314601,"Анатомический матрас Basic iSimple Air14","Анатомический матрас",https://askona.ru/matrasy/basic-isimple-air-14.htm?SELECTED_HASH_SIZE=180x190-08aa38992a4cfc5bdec666e29e5d85fb,11026,33300,67,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/basic-isimple-air-14/basic_1.jpg,4.5,8,"Сертификат Certipur",180&times;190|160&times;190|90&times;190,12,,1,Спальня,,,,,
1668419,"Анатомический матрас Serta Rio Grande Medium","Анатомический матрас",https://askona.ru/matrasy/serta-rio-grande.htm?SELECTED_HASH_SIZE=200x200-1112708f328d51daf6c57b9dceab3601,71909,143817,50,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-rio-grande/serta-rio-grande_1.jpg,5,2,"2 уровня поддержки",200&times;200|160&times;200|120&times;200,7,,1,Спальня,,,,,
1668420,"Анатомический матрас Serta Montana Medium","Анатомический матрас",https://askona.ru/matrasy/serta-montana-medium.htm?SELECTED_HASH_SIZE=120x200-e623fb3cde4497c60247461d18f71bdf,41958,83916,50,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-montana-medium/serta_1.jpg,5,2,"3D поддержка тела",120&times;200|90&times;200|140&times;200,7,,1,Спальня,,,,,
30658,"Анатомический матрас Grether&Wells Genesis","Анатомический матрас",https://askona.ru/matrasy/genesis.htm?SELECTED_HASH_SIZE=200x200-1112708f328d51daf6c57b9dceab3601,117080,292700,60,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/genesis/main.jpg,5,2,"2000 пружин",200&times;200|140&times;200|80&times;200,7,,1,Спальня,,,,,
1609470,"Анатомический матрас Serta Vermont Medium","Анатомический матрас",https://askona.ru/matrasy/serta-vermont-medium.htm?SELECTED_HASH_SIZE=200x200-1112708f328d51daf6c57b9dceab3601,70119,132300,47,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-vermont-medium/main.jpg,4.9,14,"9 слоев комфорта",200&times;200|160&times;200|90&times;200,7,,1,Спальня,,,,,
1640661,"Анатомический матрас Serta Arizona Duo","Анатомический матрас",https://askona.ru/matrasy/serta-arizona-duo.htm?SELECTED_HASH_SIZE=160x200-af13bfd624e1acd34f2103481efea402,50337,98700,49,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-arizona-duo/arizona-duo_1.jpg,5,29,"Рассеивает тепло",160&times;200|180&times;200|200&times;200,8,,1,Спальня,,,,,
1326605,"Анатомический матрас Basic Action","Анатомический матрас",https://askona.ru/matrasy/basic-action.htm?SELECTED_HASH_SIZE=120x190-75316346302804296583aee541842719,14900,149000,90,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/basic-action/main.jpg,5,18,"7 зон поддержки",120&times;190|80&times;190|180&times;190,13,,1,Спальня,,,,,
1338842,"Анатомический матрас  Sleep Expert Master","Анатомический матрас ",https://askona.ru/matrasy/sleep-expert-master.htm?SELECTED_HASH_SIZE=80x200-99f4666067a778dd908a8d67652aeb74,5952,12400,52,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/sleep-expert-master/main.jpg,5,10,"Съемный чехол",80&times;200|140&times;200|90&times;200,4,,1,Спальня,,,,,
1338844,"Анатомический матрас  Sleep Expert Boss Comfort","Анатомический матрас ",https://askona.ru/matrasy/sleep-expert-boss-comfort.htm?SELECTED_HASH_SIZE=180x200-89a1c27869ae35e1ac37bd8e2916084a,28866,56600,49,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/sleep-expert-boss-comfort/boss-comfort_1.jpg,5,18,"Точечная поддержка",180&times;200|140&times;200|90&times;200,4,,1,Спальня,,,,,
1338847,"Анатомический матрас Sleep Expert Profi Comfort","Анатомический матрас",https://askona.ru/matrasy/sleep-expert-profi-comfort.htm?SELECTED_HASH_SIZE=140x200-f31354d6a581d0e5fec502eca8f49d2d,27876,60600,54,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/sleep-expert-profi-comfort/profi-comfort_1.jpg,5,13,"Съемный чехол",140&times;200|90&times;200,2,,1,Спальня,,,,,
1404172,"Анатомический матрас Ergo Adaptive Hard","Анатомический матрас",https://askona.ru/matrasy/ergo-adaptive-hard.htm?SELECTED_HASH_SIZE=90x200-64076ea5fa34605eff021e660aae5165,29460,49100,40,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/ergo-adaptive-hard/main.jpg,4.5,6,"Совместим с эрго",90&times;200|80&times;200|160&times;200,8,,1,Спальня,,,,,
1404173,"Анатомический матрас Ergo Adaptive Soft","Анатомический матрас",https://askona.ru/matrasy/ergo-adaptive-soft.htm?SELECTED_HASH_SIZE=80x200-99f4666067a778dd908a8d67652aeb74,27600,46000,40,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/ergo-adaptive-soft/main.jpg,0,0,"Совместим с эрго",80&times;200|140&times;200|120&times;200,8,,1,Спальня,,,,,
1533081,"Анатомический матрас Grether&Wells Heaven Luxury кремовый","Анатомический матрас",https://askona.ru/matrasy/heaven-luxury-kremoviy.htm?SELECTED_HASH_SIZE=120x200-e623fb3cde4497c60247461d18f71bdf,92834,244300,62,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/heaven-luxury-kremoviy/heaven-luxury-kremoviy_1.jpg,5,4,"Легендарный бренд",120&times;200|160&times;200|140&times;200,7,,1,Спальня,,,,,
1338852,"Анатомический матрас Sleep Expert Boss Luxe","Анатомический матрас",https://askona.ru/matrasy/sleep-expert-boss-luxe.htm?SELECTED_HASH_SIZE=180x200-89a1c27869ae35e1ac37bd8e2916084a,21918,56200,61,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/sleep-expert-boss-luxe/main.jpg,5,14,"Поддержка спины",180&times;200|160&times;200|140&times;200,4,,1,Спальня,,,,,
1275757,"Анатомический матрас Grether&Wells Regal","Анатомический матрас",https://askona.ru/matrasy/matras-regal.htm?SELECTED_HASH_SIZE=180x200-89a1c27869ae35e1ac37bd8e2916084a,77071,208300,63,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/matras-regal/matrass_1.jpg,5,29,"Ручная работа",180&times;200|160&times;200|140&times;200,7,,1,Спальня,,,,,
1564194,"Анатомический матрас Serta Ergo Emotion","Анатомический матрас",https://askona.ru/matrasy/serta-ergo-emotion.htm?SELECTED_HASH_SIZE=120x200-e623fb3cde4497c60247461d18f71bdf,65400,109000,40,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-ergo-emotion/main.jpg,5,3,"Повышенный комфорт",120&times;200|160&times;200|140&times;200,8,,1,Спальня,,,,,
1533129,"Анатомический матрас Grether&Wells Heaven Luxury серый","Анатомический матрас",https://askona.ru/matrasy/heaven-luxury-grey.htm?SELECTED_HASH_SIZE=120x200-e623fb3cde4497c60247461d18f71bdf,92834,244300,62,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/heaven-luxury-grey/heaven-luxury-grey_1.jpg,5,2,"Ручная работа",120&times;200|80&times;200|90&times;200,7,,1,Спальня,,,,,
1703190,"Анатомический матрас Grether&Wells Rose","Анатомический матрас",https://askona.ru/matrasy/rose.htm?SELECTED_HASH_SIZE=120x200-e623fb3cde4497c60247461d18f71bdf,75097,107281,30,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/rose/rossse_1.jpg,5,3,Премиум-комфорт,120&times;200|90&times;200|80&times;200,7,,1,Спальня,,,,,
1668422,"Анатомический матрас Serta Arctic Soft","Анатомический матрас",https://askona.ru/matrasy/serta-arctic-soft.htm?SELECTED_HASH_SIZE=200x200-1112708f328d51daf6c57b9dceab3601,66033,137568,52,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-arctic-soft/serta_1.jpg,5,1,"Рассеивает тепло",200&times;200|180&times;200|160&times;200,20,,1,Спальня,,,,,
1777285,"Анатомический матрас  Smart Block","Анатомический матрас ",https://askona.ru/matrasy/smart-block.htm?SELECTED_HASH_SIZE=180x200-89a1c27869ae35e1ac37bd8e2916084a,12031,22700,47,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/smart-block/block_1.jpg,5,1,,180&times;200|140&times;200|90&times;200,4,,1,Спальня,,,,,
1776668,"Анатомический матрас Serta Ergo Emotion Hard","Анатомический матрас",https://askona.ru/matrasy/serta-ergo-emotion-hard.htm?SELECTED_HASH_SIZE=200x200-1112708f328d51daf6c57b9dceab3601,86987,173974,50,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-ergo-emotion-hard/serta-ergo_1.jpg,0,0,,200&times;200|160&times;200|120&times;200,8,,1,Спальня,,,,,
1775678,"Анатомический матрас Serta Atlanta Medium Акция","Анатомический матрас",https://askona.ru/matrasy/serta-atlanta-medium-aktsiya.htm?SELECTED_HASH_SIZE=200x200-1112708f328d51daf6c57b9dceab3601,57043,105635,46,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-atlanta-medium-aktsiya/atlanta_1.jpg,0,0,"Роскошный комфорт",200&times;200|140&times;200|160&times;200,17,,1,Спальня,,,,,
1787007,"Анатомический матрас Serta Denver Hard Акция","Анатомический матрас",https://askona.ru/matrasy/serta-denver-hard-akciya.htm?SELECTED_HASH_SIZE=160x200-af13bfd624e1acd34f2103481efea402,49124,90970,46,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-denver-hard-akciya/denver_1.jpg,5,2,"Эффект охлаждения",160&times;200|140&times;200|120&times;200,7,,1,Спальня,,,,,
942945,"Анатомический матрас Space Solutions Flex","Анатомический матрас",https://askona.ru/matrasy/matras-space-solutions-flex.htm?SELECTED_HASH_SIZE=120x190-75316346302804296583aee541842719,25616,30863,17,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/matras-space-solutions-flex/matras-space-solutions-flex_1.jpg,4.3,3,"Для шкафов-кроватей",120&times;190|180&times;190|160&times;200,12,,1,Спальня,,,,,
944237,"Анатомический матрас Space Solutions Standart","Анатомический матрас",https://askona.ru/matrasy/matras-space-solutions-standart.htm?SELECTED_HASH_SIZE=80x190-f91bf639f22c0c7123f070bdc86bc66b,19391,23363,17,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/matras-space-solutions-standart/matras-space-solutions-standart_1.jpg,5,2,"Для шкафов-кроватей",80&times;190|120&times;190|180&times;200,12,,1,Спальня,,,,,
1609469,"Анатомический матрас Serta Nevada Duo","Анатомический матрас",https://askona.ru/matrasy/serta-nevada-duo.htm?SELECTED_HASH_SIZE=160x200-af13bfd624e1acd34f2103481efea402,63441,119700,47,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-nevada-duo/nevada_1.jpg,5,7,"Усиленный периметр",160&times;200|180&times;200|200&times;200,7,,1,Спальня,,,,,
1797737,"Анатомический матрас Serta Arctic Cool","Анатомический матрас",https://askona.ru/matrasy/serta-arctic-cool.htm?SELECTED_HASH_SIZE=160x200-af13bfd624e1acd34f2103481efea402,57990,105436,45,true,https://cdn.askona.ru/upload/catalog_product_images/matrasy/serta-arctic-cool/serta-arctic-cool_1.jpg,5,2,"Рассеивает тепло",160&times;200|180&times;200|200&times;200,13,,1,Спальня,,,,,
